Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Number_Waiting_Over_18_Weeks,RTT_18wk_Standard_Met,Median_Wait_Weeks,Number_Waiting_Over_52_Weeks
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/09/2023,2182,827,No,14.6,146
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/09/2023,2082,921,No,12.7,27
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/10/2023,4731,1856,No,18.4,310
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/09/2023,4026,869,No,15.8,112
RXC,Riverside University Hospitals Trust,London,Cardiology,01/04/2024,6145,1615,No,17.1,173
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/01/2023,3054,1635,No,13.7,148
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/04/2023,3923,1509,No,7.7,408
RXC,Riverside University Hospitals Trust,London,General Surgery,01/01/2023,4699,1899,No,10.9,370
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/05/2023,3566,1086,No,12.3,242
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/05/2023,1768,505,No,14.7,74
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/11/2024,2723,1325,No,16.1,79
RXC,Riverside University Hospitals Trust,London,General Surgery,01/02/2024,4597,2190,No,11.2,201
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/11/2023,3288,832,No,18.4,139
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/06/2024,3685,1466,No,9.7,83
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/08/2023,3948,1094,No,16.2,124
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/05/2023,2213,1045,No,9.4,109
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/05/2023,3063,942,No,13.6,21
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/07/2024,2194,640,No,13,68
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/06/2024,5923,1922,No,14.9,404
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/09/2023,2786,983,No,15.1,0
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/12/2024,2722,1032,No,14.6,77
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/01/2023,3162,1166,No,14,186
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/08/2023,2856,1006,No,15.1,27
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/06/2024,2222,1392,No,16,189
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/09/2023,2889,1021,No,14.3,101
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/09/2024,1775,674,No,16.7,39
RXC,Riverside University Hospitals Trust,London,Urology,01/06/2024,6198,2835,No,13.6,401
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/06/2023,1643,482,No,8.3,12
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/01/2023,2383,570,No,14.5,75
RXC,Riverside University Hospitals Trust,London,Cardiology,01/02/2023,6118,2884,No,13.6,195
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/10/2023,2855,556,No,11.8,69
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/06/2024,2971,808,No,17.5,106
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/12/2024,2898,1151,No,14.5,133
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/06/2023,2822,933,No,20.1,128
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/10/2024,4627,956,No,12,82
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/08/2023,3341,1298,No,11.4,221
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/04/2024,2218,925,No,16.3,132
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/04/2024,3052,1801,No,19.2,263
RXC,Riverside University Hospitals Trust,London,Dermatology,01/07/2023,3549,1345,No,11,146
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/03/2023,3403,999,No,6.6,114
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/11/2023,4135,1700,No,13.4,285
RXC,Riverside University Hospitals Trust,London,Cardiology,01/10/2024,6370,2122,No,13.3,280
RXC,Riverside University Hospitals Trust,London,ENT,01/01/2023,3010,756,No,11.7,69
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/02/2024,5021,1481,No,14.7,118
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/09/2023,1637,645,No,13.5,46
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/03/2024,5477,1573,No,16,195
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/12/2024,3387,1210,No,20,219
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/12/2023,2799,1326,No,4.8,103
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/07/2023,4876,1444,No,16.1,199
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/09/2024,2257,798,No,13.2,145
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/11/2024,2003,942,No,16.6,132
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/09/2023,2406,656,No,12.1,27
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/05/2024,5556,2448,No,17.6,480
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/09/2024,6030,1704,No,17.3,48
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/04/2024,2626,1203,No,9.6,110
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/05/2024,2801,1566,No,15.5,45
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/11/2023,1448,589,No,11.8,128
RXC,Riverside University Hospitals Trust,London,Urology,01/05/2023,5863,2528,No,9.7,506
RXC,Riverside University Hospitals Trust,London,Urology,01/12/2024,6054,1881,No,17.5,178
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/07/2024,1382,398,No,17.1,55
RXC,Riverside University Hospitals Trust,London,Urology,01/09/2024,6052,2231,No,14.9,298
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/10/2023,1214,582,No,13.2,73
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/12/2024,5840,2442,No,13.3,510
RXC,Riverside University Hospitals Trust,London,T&O,01/12/2023,4612,1906,No,15.1,355
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/04/2023,1967,438,No,12.9,58
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/03/2023,1248,401,No,6.6,26
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/08/2024,990,466,No,13.9,59
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/01/2024,5899,473,Yes,13,55
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/04/2023,886,267,No,14,48
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/01/2023,4853,1282,No,9.9,141
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/10/2023,2317,721,No,17.5,103
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/11/2024,2039,732,No,15.1,145
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/11/2023,2972,1262,No,8.4,257
RXC,Riverside University Hospitals Trust,London,ENT,01/10/2024,3786,1045,No,14.1,114
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/01/2024,1736,752,No,15.2,74
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/12/2024,4711,2381,No,11.6,145
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/11/2023,4136,1268,No,17.6,167
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/12/2024,4257,1791,No,13.5,250
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/11/2024,3540,1110,No,18.4,190
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/04/2024,1644,547,No,15,103
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/08/2023,3014,765,No,9.3,129
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/01/2024,4145,1856,No,14.5,54
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/07/2023,3844,1474,No,14.3,198
RXC,Riverside University Hospitals Trust,London,ENT,01/08/2024,3669,384,No,17.6,81
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/10/2023,3980,1289,No,13.8,87
RXC,Riverside University Hospitals Trust,London,General Surgery,01/09/2024,5135,1514,No,12.6,267
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/04/2024,4421,2370,No,13.4,149
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/10/2024,957,439,No,18,38
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/08/2024,2587,421,No,18.3,40
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/05/2023,5019,1526,No,14.5,150
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/09/2023,5865,2170,No,12.8,0
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/10/2024,4525,1176,No,19.9,0
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/07/2023,2952,1247,No,17.1,154
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/02/2024,1570,808,No,15.2,187
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/02/2023,5135,2256,No,13.3,356
RXC,Riverside University Hospitals Trust,London,T&O,01/11/2024,4633,2073,No,16,311
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/11/2024,6197,2455,No,17.5,269
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/07/2023,5904,2035,No,14.1,393
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/01/2023,5216,1768,No,9.3,206
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/12/2023,2812,685,No,17.3,46
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/03/2024,4210,1692,No,12.7,103
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/01/2024,3980,582,No,17.9,124
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/06/2023,2331,329,No,14.1,27
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/10/2023,1564,656,No,17,71
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/05/2023,5411,2464,No,11.9,360
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/03/2024,4353,1099,No,17.5,198
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/06/2023,2808,1456,No,12,204
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/11/2023,2436,852,No,15,123
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/01/2024,1605,916,No,17,171
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/05/2024,4160,1653,No,17.4,203
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/07/2024,4365,1479,No,20.1,264
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/10/2024,2135,512,No,17.2,36
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/05/2024,1919,867,No,9.5,0
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/12/2024,4896,1857,No,16.6,408
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/04/2023,1758,676,No,14,79
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/09/2023,4550,1756,No,13.3,234
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/06/2023,4795,985,No,11.5,20
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/12/2024,1467,452,No,14.5,16
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/05/2023,2367,779,No,12,58
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/03/2024,4530,1727,No,12.5,221
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/02/2024,4377,632,No,16.9,165
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/11/2024,1021,169,No,11.3,25
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/05/2023,2553,940,No,13,40
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/05/2024,5872,2104,No,16.8,430
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/01/2023,5247,1867,No,14.8,151
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/07/2024,1738,624,No,14.9,46
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/07/2024,5447,2508,No,13.1,243
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/03/2023,5574,1188,No,7.5,180
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/12/2024,6250,1961,No,16.8,371
RXC,Riverside University Hospitals Trust,London,Cardiology,01/05/2024,6397,2682,No,12.6,578
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/12/2023,1699,821,No,17.1,176
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/10/2023,5755,2092,No,13.2,153
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/07/2024,2298,825,No,14.5,111
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/07/2023,2233,685,No,12.6,68
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/08/2024,2694,621,No,13.4,93
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/04/2023,1087,375,No,10.4,37
RXC,Riverside University Hospitals Trust,London,ENT,01/02/2023,3415,1673,No,11.3,312
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/02/2023,1912,668,No,18.5,148
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/06/2023,2611,1362,No,15.7,294
RXC,Riverside University Hospitals Trust,London,Cardiology,01/07/2023,6133,2062,No,15.3,47
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/04/2023,3036,1198,No,8.8,170
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/01/2023,933,211,No,14.7,25
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/09/2024,4845,1539,No,14,376
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/07/2024,5845,2438,No,11.8,468
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/06/2024,1188,402,No,10.3,26
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/12/2023,2805,1255,No,15.6,179
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/05/2023,1281,559,No,15.7,76
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/01/2024,2248,1034,No,14.1,108
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/07/2024,3712,1556,No,11.8,289
RXC,Riverside University Hospitals Trust,London,Cardiology,01/03/2024,6300,1497,No,15.4,150
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/03/2024,5776,1550,No,12.7,134
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/05/2023,5911,1316,No,11.9,108
RXC,Riverside University Hospitals Trust,London,Dermatology,01/10/2023,3547,1146,No,11.9,245
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/08/2024,2718,488,No,13.8,31
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/10/2023,5085,1821,No,15.9,361
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/02/2023,5935,2300,No,5.8,318
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/07/2024,2640,925,No,13.6,201
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/03/2024,4029,813,No,10.8,93
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/10/2023,2066,700,No,15.4,116
RXC,Riverside University Hospitals Trust,London,General Surgery,01/01/2024,4824,1260,No,18.6,159
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/03/2023,4239,1887,No,8.2,121
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/04/2024,2001,675,No,11.2,93
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/06/2023,5845,2096,No,9.6,224
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/12/2023,2242,618,No,16.8,24
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/07/2024,2189,1085,No,11,118
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/07/2023,2337,898,No,12.3,61
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/02/2023,5743,2114,No,8.6,407
RXC,Riverside University Hospitals Trust,London,T&O,01/11/2023,4390,1762,No,11.5,230
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/09/2023,5157,1910,No,13.2,313
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/04/2024,5284,2075,No,19.3,273
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/08/2023,2689,456,No,12,45
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/03/2024,2807,1064,No,21.1,185
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/08/2024,2511,997,No,16.9,66
RXC,Riverside University Hospitals Trust,London,Urology,01/08/2023,5794,2174,No,11.7,465
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/03/2024,878,415,No,15.2,19
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/07/2023,5914,1933,No,10.6,124
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/10/2024,2756,691,No,19.4,59
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/07/2023,5867,2453,No,3.3,248
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/12/2023,1615,639,No,18.6,79
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/01/2024,2784,1414,No,14.8,133
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/11/2023,3093,867,No,9.7,47
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/04/2023,6001,2123,No,11.7,70
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/06/2024,2078,1001,No,17.5,125
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/06/2023,3098,554,No,13.7,107
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/12/2024,5655,2870,No,13.6,349
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/08/2023,1289,370,No,18.2,40
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/01/2023,2340,801,No,11.5,74
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/08/2024,5571,2409,No,16,383
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/07/2023,5675,1799,No,12.5,254
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/10/2024,3473,714,No,13,64
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/02/2024,2599,1394,No,15.3,271
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/11/2023,4639,1409,No,16.3,203
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/05/2023,5863,1809,No,8.6,245
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/02/2024,2899,689,No,8,121
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/06/2023,3878,1264,No,15.6,216
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/08/2024,2791,1194,No,17.7,122
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/05/2023,1785,642,No,12.8,18
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/11/2023,3110,1127,No,13.1,81
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/06/2023,2397,1034,No,14.1,159
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/05/2023,2575,981,No,10.1,125
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/02/2024,2009,487,No,14.9,53
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/11/2023,2259,614,No,11.8,106
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/01/2023,5776,1142,No,7.9,213
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/10/2024,5275,1416,No,13.6,93
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/12/2024,2104,1065,No,13.3,154
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/06/2023,5281,1723,No,12.5,261
RXC,Riverside University Hospitals Trust,London,Cardiology,01/01/2023,6040,3466,No,9.4,511
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/11/2024,4640,1241,No,8.9,248
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/02/2024,5580,1831,No,14.9,261
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/11/2023,5751,1975,No,13.3,275
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/05/2023,2477,916,No,11.3,110
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/07/2024,2577,1291,No,15.5,0
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/01/2024,3740,1342,No,9.7,239
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/05/2024,2944,1401,No,20.8,160
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/08/2024,4671,2335,No,13.6,399
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/07/2024,2096,484,No,14.2,102
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/11/2023,5724,2690,No,14.1,243
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/01/2023,3273,1593,No,14.2,203
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/07/2024,2729,921,No,17.3,45
RXC,Riverside University Hospitals Trust,London,ENT,01/12/2024,3532,1764,No,9,260
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/09/2023,2317,822,No,15.1,87
RXC,Riverside University Hospitals Trust,London,ENT,01/03/2023,3167,824,No,10.8,52
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/10/2023,1792,604,No,10.5,50
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/12/2023,1135,331,No,13,19
RXC,Riverside University Hospitals Trust,London,ENT,01/05/2023,3280,1083,No,11.2,149
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/02/2023,4078,791,No,13.8,229
RXC,Riverside University Hospitals Trust,London,ENT,01/07/2023,2929,1752,No,8.6,136
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/02/2024,2345,681,No,11.7,60
RXC,Riverside University Hospitals Trust,London,General Surgery,01/08/2024,4915,1510,No,11,189
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/06/2024,2724,537,No,12.5,48
RXC,Riverside University Hospitals Trust,London,Urology,01/01/2024,6073,1910,No,15.1,185
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/05/2023,1117,358,No,15.3,69
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/03/2024,1993,698,No,11,151
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/08/2023,1688,516,No,8.8,112
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/11/2023,1030,269,No,19.7,53
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/01/2024,2339,878,No,14,39
RXC,Riverside University Hospitals Trust,London,Urology,01/02/2023,5879,3038,No,14.1,808
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/11/2024,4360,1493,No,14.9,153
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/05/2023,3315,829,No,14.1,180
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/08/2023,2793,998,No,15.5,58
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/06/2023,5081,1765,No,11,438
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/10/2023,3102,844,No,11.6,85
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/04/2024,4237,2338,No,11.9,288
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/08/2023,2787,1276,No,16.7,108
RXC,Riverside University Hospitals Trust,London,T&O,01/07/2024,4749,1556,No,20.2,154
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/11/2023,4204,2109,No,13.8,339
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/06/2023,5820,2316,No,14.9,309
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/11/2023,1232,342,No,12,56
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/02/2023,4105,2001,No,8.9,277
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/08/2023,5485,2092,No,12.3,481
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/03/2024,6289,2068,No,11.6,231
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/10/2024,5445,1514,No,15.7,315
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/01/2024,4970,967,No,12.5,168
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/04/2023,2277,889,No,14.5,90
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/02/2023,4960,1500,No,12,299
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/08/2024,2486,984,No,12.6,135
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/03/2023,2268,1052,No,15.5,283
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/02/2023,1190,320,No,11.7,54
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/05/2024,2746,1104,No,13,78
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/02/2023,3007,1025,No,9.2,143
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/05/2023,1087,441,No,15.9,34
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/10/2024,1946,938,No,16.2,48
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/04/2023,5422,1748,No,18.6,153
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/08/2024,4946,1831,No,16.1,279
RXC,Riverside University Hospitals Trust,London,General Surgery,01/11/2023,4966,1915,No,14.3,133
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/08/2023,5000,1740,No,10.1,139
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/01/2024,4203,1569,No,15.2,230
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/01/2024,1341,356,No,16,31
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/06/2024,4667,831,No,13.8,39
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/11/2024,2197,307,No,22.5,49
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/07/2024,845,461,No,20.6,44
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/12/2024,2642,769,No,12.2,53
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/05/2023,2762,1241,No,12.4,188
