Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Median_Wait_Weeks,Number_Waiting_Over_18_Weeks,Number_Waiting_Over_52_Weeks,RTT_18wk_Standard_Met
RXH,Sherbourne NHS Foundation Trust,North East,urology ,2023-08,3948,16.2,1094,124,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology,2023-05,2213,9.4,1045,109,No
RXC,Riverside University Hospitals Trust,London,gastroenterology,2023-05,3063,13.6,942,21,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,01/07/2024,2194,13,640,68,No
RXA,Northgate NHS Foundation Trust,North West,Gastroenterology,2024-06,5923,14.9,1922,404,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology ,Sep-23,2786,15.1,983,0,No
RXF,Harborview NHS Foundation Trust,South West,Derm,2024-12,2722,14.6,1032,77,No
RXE,Vale of Aldern NHS Trust,West Midlands,urology ,Jan-23,3162,14,1166,186,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,2023-08,2856,15.1,1006,27,No
RXF,Harborview NHS Foundation Trust,South West, Cardiology,2024-06,2222,16,1392,189,No
RXG,MEADOWBROOK UNIVERSITY HOSPITALS TRUST,Yorkshire and the Humber,Gastro,2023-09,2889,14.3,1021,101,No
RXA,Northgate NHS Foundation Trust,North West,general surgery,2024-09,1775,16.7,674,39,No
RXC,Riverside University Hospitals Trust,London,Urology,2024-06,6198,13.6,2835,401,No
RXD,Kingswood NHS Foundation Trust,South East,ophthalmology ,Jun-23,1643,8.3,482,12,No
RXD,Kingswood NHS Foundation Trust,South East,Dermatology ,2023-01,2383,14.5,570,75,No
RXC, Riverside University Hospitals Trust ,London,Cardiology,2023-02,6118,13.6,2884,195,No
RXA, Northgate NHS Foundation Trust ,North West,Trauma and Orthopaedics,01/10/2023,2855,11.8,556,69,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,Jun-24,2971,17.5,808,106,No
RXA,Northgate NHS Foundation Trust,North West,trauma & orthopaedics,2024-12,2898,,1151,133,No
RXA, Northgate NHS Foundation Trust ,North West,Trauma & Orthopaedics,2023-06,2822,20.1,933,128,No
RXF,Harborview NHS Foundation Trust,South West,Trauma and Orthopaedics,2024-10,4627,12,956,82,No
RXF,Harborview NHS Foundation Trust,South West,Urology,2023-08,3341,11.4,1298,221,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,General Surgery ,01/04/2024,2218,16.3,925,132,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology,01/04/2024,3052,19.2,1801,263,No
RXC,Riverside University Hospitals Trust,London,dermatology,01/07/2023,3549,11,1345,146,No
RXC,Riverside University Hospitals Trust,London,gastroenterology,Mar-23,"3,403",6.6,999,114,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastro,2023-11,4135,13.4,1700,285,No
RXC,Riverside University Hospitals Trust,London,cardiology,2024-10,6370,13.3,2122,280,No
RXC,Riverside University Hospitals Trust,London,Ear Nose and Throat,01/01/2023,3010,11.7,756,69,No
RXB,Eastfield General Hospitals Trust,East of England,Ear Nose and Throat,2024-02,5021,14.7,1481,118,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastro,2023-09,1637,13.5,645,46,No
RXH,Sherbourne NHS Foundation Trust,North East,Ear Nose and Throat,2024-03,5477,16,1573,195,No
RXH,Sherbourne NHS Foundation Trust,North East,Dermatology ,2024-12,3387,20,1210,219,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery,01/12/2023,2799,4.8,1326,103,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,Jul-23,4876,16.1,1444,199,No
RXF,Harborview NHS Foundation Trust,South West,Cardiology,2024-09,2257,13.2,798,145,No
RXF,Harborview NHS Foundation Trust,South West, Cardiology,Nov-24,2003,16.6,942,132,No
RXD,Kingswood NHS Foundation Trust,South East,Cardiology,2023-09,2406,12.1,656,27,No
RXH,Sherbourne NHS Foundation Trust,North East,cardiology,2024-05,5556,17.6,2448,480,No
RXE,Vale of Aldern NHS Trust,West Midlands,trauma & orthopaedics,2024-09,6030,17.3,1704,48,No
RXD,Kingswood NHS Foundation Trust,South East,Gastro,01/04/2024,2626,9.6,1203,110,No
RXF,Harborview NHS Foundation Trust,South West,ophthalmology ,2024-05,2801,15.5,1566,45,No
RXB,Eastfield General Hospitals Trust,East of England, Cardiology,2023-11,1448,11.8,589,128,No
RXC,Riverside University Hospitals Trust,London,Urology,2023-05,5863,9.7,2528,506,No
RXC,Riverside University Hospitals Trust,London,Urology,2024-12,6054,17.5,1881,178,No
RXA,Northgate NHS Foundation Trust,North West,General Surgery,2024-07,1382,17.1,398,55,No
RXC,Riverside University Hospitals Trust,London,Urology,01/09/2024,6052,14.9,2231,298,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma & Orthopaedics,2023-10,1214,13.2,582,73,No
RXD,Kingswood NHS Foundation Trust,South East,Gen Surgery,01/12/2024,5840,13.3,2442,-510,No
RXC,Riverside University Hospitals Trust,London,trauma & orthopaedics,Dec-23,4612,15.1,1906,355,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,E.N.T.,2023-04,1967,12.9,438,58,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma and Orthopaedics,2023-03,1248,6.6,401,26,No
RXB,Eastfield General Hospitals Trust,East of England, Cardiology,2024-08,990,13.9,466,59,No
RXA,Northgate NHS Foundation Trust,North West,Gastro,2024-01,5899,13,473,55,Yes
RXA,Northgate NHS Foundation Trust,North West,Urology,01/04/2023,886,,267,48,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ophthalmology ,Jan-23,4853,9.9,1282,141,No
RXD,Kingswood NHS Foundation Trust,South East,Dermatology,Oct-23,2317,17.5,721,103,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,Ophthalmology,01/11/2024,2039,15.1,732,145,No
RXF,Harborview NHS Foundation Trust,South West,Dermatology,2023-11,2972,8.4,1262,257,No
RXC,Riverside University Hospitals Trust,London,Ear Nose and Throat,Oct-24,3786,14.1,1045,114,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastroenterology ,01/01/2024,1736,15.2,752,74,No
RXA,Northgate NHS Foundation Trust,North West,ent,2024-12,4711,11.6,2381,145,No
RXA,Northgate NHS Foundation Trust,North West,Opthalmology,2023-11,4136,17.6,1268,167,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,T&O,2024-12,4257,13.5,1791,250,No
RXH,Sherbourne NHS Foundation Trust,North East,Derm,2024-11,"3,540",18.4,1110,190,No
RXA,Northgate NHS Foundation Trust,North West,General Surgery,Apr-24,1644,15,547,103,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/08/2023,3014,9.3,765,129,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,trauma & orthopaedics,2024-01,"4,145",14.5,1856,54,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastroenterology,Jul-23,3844,14.3,1474,198,No
RXC,Riverside University Hospitals Trust,London,E.N.T.,Aug-24,"3,669",17.6,384,81,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma and Orthopaedics,2023-10,3980,13.8,1289,87,No
RXC,Riverside University Hospitals Trust,London,General Surgery ,01/09/2024,5135,12.6,1514,267,No
RXH,Sherbourne NHS Foundation Trust,North East,Opthalmology,Apr-24,4421,13.4,2370,149,No
RXH,Sherbourne NHS Foundation Trust,North East,Trauma and Orthopaedics,Oct-24,957,18,439,38,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology,01/08/2024,2587,18.3,421,40,No
RXB,Eastfield General Hospitals Trust,East of England,urology ,May-23,5019,14.5,1526,150,No
RXA,Northgate NHS Foundation Trust,North West,Cardiology,2023-09,5865,12.8,2170,0,No
RXH,Sherbourne NHS Foundation Trust,North East,Opthalmology,2024-10,4525,19.9,1176,0,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology,01/07/2023,2952,17.1,1247,154,No
RXD,Kingswood NHS Foundation Trust,South East,Ophthalmology,2024-02,1570,15.2,808,187,No
RXB,Eastfield General Hospitals Trust,East of England,E.N.T.,Feb-23,5135,13.3,2256,356,No
RXC,Riverside University Hospitals Trust,London,T&O,2024-11,4633,16,2073,311,No
RXE,Vale of Aldern NHS Trust,West Midlands,T&O,2024-11,6197,17.5,2455,269,No
RXD,Kingswood NHS Foundation Trust,South East,ENT,Jul-23,5904,14.1,2035,393,No
RXA,Northgate NHS Foundation Trust,North West,Cardiology,01/01/2023,5216,9.3,1768,206,No
RXC,Riverside University Hospitals Trust,London,Opthalmology,2023-12,2812,17.3,685,46,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,trauma & orthopaedics,01/03/2024,4210,12.7,1692,103,No
RXA,Northgate NHS Foundation Trust,North West,Ophthalmology,2024-01,3980,17.9,582,124,No
RXD,Kingswood NHS Foundation Trust,South East,dermatology,2023-06,2331,14.1,329,27,No
RXA,Northgate NHS Foundation Trust,North West,general surgery,2023-10,1564,17,656,71,No
RXD,Kingswood NHS Foundation Trust,South East,Trauma and Orthopaedics,2023-05,5411,11.9,2464,360,No
RXE,Vale of Aldern NHS Trust,West Midlands,Cardiology,2024-03,4353,17.5,1099,198,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gen Surgery,2023-06,2808,12,1456,204,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,General Surgery,2023-11,2436,15,852,123,No
RXB,Eastfield General Hospitals Trust,East of England,Ophthalmology,2024-01,1605,17,916,171,No
RXA,Northgate NHS Foundation Trust,North West,Opthalmology,May-24,4160,17.4,1653,203,No
RXA,Northgate NHS Foundation Trust,North West,Ophthalmology,2024-07,4365,20.1,1479,264,No
RXD,KINGSWOOD NHS FOUNDATION TRUST,South East,Urology,2024-10,2135,17.2,512,36,No
RXB,Eastfield General Hospitals Trust,East of England,Ophthalmology,01/05/2024,1919,9.5,867,0,No
RXF,HARBORVIEW NHS FOUNDATION TRUST,South West,T&O,2024-12,4896,16.6,1857,408,No
RXD,Kingswood NHS Foundation Trust,South East,Ophthalmology,2023-04,1758,14,676,79,No
RXF,Harborview NHS Foundation Trust,South West,Trauma and Orthopaedics,2023-09,4550,13.3,1756,234,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,,Urology,01/06/2023,4795,11.5,985,20,No
RXA,Northgate NHS Foundation Trust,North West,general surgery,2024-12,1467,,452,16,No
RXD,Kingswood NHS Foundation Trust,South East,Cardiology,2023-05,2367,12,779,58,No
RXF,Harborview NHS Foundation Trust,South West,trauma & orthopaedics,Mar-24,4530,12.5,1727,221,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,trauma & orthopaedics,2024-02,4377,16.9,632,165,No
RXB,Eastfield General Hospitals Trust,East of England,Cardiology,01/11/2024,1021,11.3,169,25,No
RXF,Harborview NHS Foundation Trust,South West,Cardiology,May-23,2553,13,940,40,No
RXD,Kingswood NHS Foundation Trust,South East,ENT,May-24,5872,16.8,2104,430,No
RXB,Eastfield General Hospitals Trust,East of England,Ear Nose and Throat,2023-01,"5,247",14.8,1867,151,No
RXD,Kingswood NHS Foundation Trust,South East,Opthalmology,01/07/2024,1738,14.9,624,46,No
RXH,Sherbourne NHS Foundation Trust,North East,Cardiology,2024-07,5447,13.1,2508,243,No
RXA,Northgate NHS Foundation Trust,North West,Cardiology,2023-03,5574,7.5,1188,180,No
RXA,Northgate NHS Foundation Trust,North West,gastroenterology,2024-12,6250,16.8,1961,-371,No
RXC,Riverside University Hospitals Trust,London,Cardiology,2024-05,6397,12.6,2682,578,No
RXB,Eastfield General Hospitals Trust,East of England,ophthalmology ,Dec-23,1699,17.1,821,176,No
RXF,Harborview NHS Foundation Trust,South West,Gastroenterology,2023-10,5755,13.2,2092,153,No
RXD,Kingswood NHS Foundation Trust,South East,Dermatology,2024-07,2298,14.5,825,111,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastro,2023-07,2233,12.6,685,68,No
RXB,Eastfield General Hospitals Trust,East of England,Derm,2024-08,2694,13.4,621,93,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma & Orthopaedics,01/04/2023,1087,10.4,375,37,No
RXC,Riverside University Hospitals Trust,London,ent,2023-02,3415,11.3,1673,312,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastro,2023-02,1912,18.5,668,148,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,01/06/2023,2611,15.7,1362,294,No
RXC,RIVERSIDE UNIVERSITY HOSPITALS TRUST,London, Cardiology,2023-07,6133,15.3,2062,47,No
RXC,Riverside University Hospitals Trust,London,Gastro,Apr-23,3036,8.8,1198,170,No
RXH,Sherbourne NHS Foundation Trust,North East,General Surgery ,Jan-23,933,14.7,211,25,No
RXB,Eastfield General Hospitals Trust,East of England,ent,2024-09,4845,14,1539,376,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma & Orthopaedics,2024-07,5845,11.8,2438,468,No
RXB,Eastfield General Hospitals Trust,East of England,Cardiology,Jun-24,1188,10.3,402,26,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,gastroenterology,01/12/2023,2805,15.6,1255,179,No
RXB,Eastfield General Hospitals Trust,East of England,general surgery,2023-05,1281,15.7,559,76,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,General Surgery,Jan-24,2248,14.1,1034,108,No
RXF,Harborview NHS Foundation Trust,South West,Urology,01/07/2024,3712,11.8,1556,289,No
RXC,Riverside University Hospitals Trust,London, Cardiology,2024-03,6300,15.4,1497,150,No
RXA,Northgate NHS Foundation Trust,North West, Cardiology,01/03/2024,5776,12.7,1550,134,No
RXF,Harborview NHS Foundation Trust,South West,gastroenterology,2023-05,5911,11.9,1316,108,No
RXC,Riverside University Hospitals Trust,London,Derm,01/10/2023,3547,11.9,1146,245,No
RXD,Kingswood NHS Foundation Trust,South East,cardiology,01/08/2024,2718,13.8,488,31,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,2023-10,5085,15.9,1821,361,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma and Orthopaedics,2023-02,5935,5.8,2300,318,No
RXF,Harborview NHS Foundation Trust,South West,Derm,2024-07,"2,640",13.6,925,201,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastro,2024-03,4029,10.8,813,93,No
RXB,Eastfield General Hospitals Trust,East of England,ophthalmology ,Oct-23,2066,15.4,700,116,No
RXC,Riverside University Hospitals Trust,London,Gen Surgery,Jan-24,"4,824",18.6,1260,159,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,trauma & orthopaedics,01/03/2023,4239,8.2,1887,121,No
RXD,Kingswood NHS Foundation Trust,South East,ent,01/06/2023,6075,15.7,2296,-517,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ENT,2024-04,2001,11.2,675,93,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma and Orthopaedics,Jun-23,5845,9.6,2096,224,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ent,2023-12,2242,16.8,618,24,No
RXF,Harborview NHS Foundation Trust,South West,cardiology,01/07/2024,2189,11,1085,118,No
RXF,Harborview NHS Foundation Trust,South West,cardiology,2023-07,2337,12.3,898,61,No
RXF,Harborview NHS Foundation Trust,South West,general surgery,2023-02,5743,8.6,2114,407,No
RXC,Riverside University Hospitals Trust,London,Trauma & Orthopaedics,01/11/2023,4390,11.5,1762,230,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ophthalmology ,Sep-23,5157,13.2,1910,313,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,2024-04,5284,19.3,2075,273,No
RXC,Riverside University Hospitals Trust,London,ophthalmology ,2023-08,2689,12,456,-45,No
RXC,RIVERSIDE UNIVERSITY HOSPITALS TRUST,London,ophthalmology ,Mar-24,2807,21.1,1064,185,No
RXF,Harborview NHS Foundation Trust,South West,Dermatology,2024-08,2511,16.9,997,66,No
RXC,Riverside University Hospitals Trust,London,Urology,01/08/2023,5794,11.7,2174,465,No
RXB,Eastfield General Hospitals Trust,East of England,Cardiology,01/03/2024,878,15.2,415,19,No
RXD,Kingswood NHS Foundation Trust,South East,general surgery,2023-07,5914,10.6,1933,124,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Cardiology,2024-10,2756,19.4,691,59,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma & Orthopaedics,01/07/2023,5867,3.3,2453,248,No
RXA,Northgate NHS Foundation Trust,North West,Gen Surgery,2023-12,1615,18.6,639,79,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology ,2024-01,2784,14.8,1414,133,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,2023-11,3093,9.7,867,47,No
RXD,Kingswood NHS Foundation Trust,South East,E.N.T.,2023-04,6001,11.7,2123,70,No
RXB,Eastfield General Hospitals Trust,East of England,ophthalmology ,2024-06,2078,17.5,1001,125,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology,2023-06,3098,,554,107,No
RXF,Harborview NHS Foundation Trust,South West,Gen Surgery,Dec-24,5655,13.6,2870,349,No
RXB,Eastfield General Hospitals Trust,East of England,Ophthalmology,2023-05,1826,12.5,761,67,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma & Orthopaedics,01/08/2023,1289,18.2,370,40,No
RXD,Kingswood NHS Foundation Trust,South East,Cardiology,2023-01,2340,11.5,801,74,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ophthalmology ,2024-08,"5,571",16,2409,383,No
RXF,Harborview NHS Foundation Trust,South West,General Surgery,2023-07,5675,12.5,1799,254,No
RXF, Harborview NHS Foundation Trust ,South West,urology ,Oct-24,3473,,714,64,No
RXF,Harborview NHS Foundation Trust,South West,Dermatology,01/02/2024,2599,15.3,1394,271,No
RXD,Kingswood NHS Foundation Trust,South East,General Surgery,2023-02,5833,16.8,1729,30,No
RXF,Harborview NHS Foundation Trust,South West,trauma & orthopaedics,2023-11,4639,16.3,1409,203,No
RXD,Kingswood NHS Foundation Trust,South East,General Surgery ,2023-05,5863,8.6,1809,245,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,01/02/2024,2899,8,689,121,No
RXA,Northgate NHS Foundation Trust,North West,Ophthalmology,2023-06,3878,15.6,1264,216,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,2024-08,2791,17.7,1194,122,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,Urology,01/11/2023,3919,7.8,667,16,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,2023-05,1785,12.8,642,18,No
RXE,Vale of Aldern NHS Trust,West Midlands,ENT,01/11/2023,3110,,1127,81,No
RXA,Northgate NHS Foundation Trust,North West,Dermatology ,Jun-23,2397,14.1,1034,159,No
RXG,MEADOWBROOK UNIVERSITY HOSPITALS TRUST,Yorkshire and the Humber, Cardiology,01/05/2023,2575,10.1,981,125,No
RXD,Kingswood NHS Foundation Trust,South East,urology ,01/02/2024,2009,14.9,487,53,No
RXF,Harborview NHS Foundation Trust,South West,Cardiology,01/11/2023,2259,11.8,614,106,No
RXD,Kingswood NHS Foundation Trust,South East,Gen Surgery,01/01/2023,5776,7.9,1142,213,No
RXD,Kingswood NHS Foundation Trust,South East,trauma & orthopaedics,2024-10,5275,13.6,1416,93,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,Dec-24,2104,13.3,1065,154,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ophthalmology,Jun-23,5281,12.5,1723,261,No
RXC, Riverside University Hospitals Trust ,London,cardiology,Jan-23,6040,9.4,3466,511,No
RXF,HARBORVIEW NHS FOUNDATION TRUST,South West,ent,Nov-24,4640,8.9,1241,248,No
RXH,Sherbourne NHS Foundation Trust,North East,E.N.T.,2024-02,5580,14.9,1831,261,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma & Orthopaedics,Nov-23,5751,13.3,1975,275,No
RXE,Vale of Aldern NHS Trust,West Midlands,ophthalmology ,01/05/2023,2477,11.3,916,110,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,gastroenterology,2024-07,2577,15.5,1291,0,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,urology ,01/01/2024,3740,9.7,1342,239,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,2024-05,2944,20.8,1401,160,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,E.N.T.,2024-08,4671,13.6,2335,399,No
RXB,Eastfield General Hospitals Trust,East of England,ophthalmology ,2024-07,2096,14.2,484,102,No
RXD,Kingswood NHS Foundation Trust,South East,Ear Nose and Throat,2023-11,5724,14.1,2690,243,No
RXH,Sherbourne NHS Foundation Trust,North East,Dermatology ,01/01/2023,3273,,1593,203,No
RXC,Riverside University Hospitals Trust,London,Opthalmology,Jul-24,2729,17.3,921,45,No
RXC,Riverside University Hospitals Trust,London,ent,2024-12,3532,9,1764,260,No
RXB,Eastfield General Hospitals Trust,East of England,Dermatology,2023-09,"2,317",15.1,822,87,No
RXC,Riverside University Hospitals Trust,London,Ear Nose and Throat,2023-03,3167,10.8,824,52,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastroenterology,2023-10,1792,10.5,604,50,No
RXB,Eastfield General Hospitals Trust,East of England, Cardiology,2023-12,1135,13,331,19,No
RXC, Riverside University Hospitals Trust ,London,Ear Nose and Throat,May-23,3280,11.2,1083,149,No
RXH,Sherbourne NHS Foundation Trust,North East,Ophthalmology,Feb-23,4078,,791,229,No
RXC, Riverside University Hospitals Trust ,London,ENT,Jul-23,2929,8.6,1752,136,No
RXB,Eastfield General Hospitals Trust,East of England,Derm,2024-02,2345,11.7,681,60,No
RXC,Riverside University Hospitals Trust,London,General Surgery,2024-08,4915,11,1510,189,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,dermatology,2024-06,2724,12.5,537,48,No
RXC,Riverside University Hospitals Trust,London,Urology,01/01/2024,"6,073",15.1,1910,185,No
RXB,Eastfield General Hospitals Trust,East of England,cardiology,2023-05,1117,15.3,358,69,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,ophthalmology ,2024-03,1993,11,698,151,No
RXD,Kingswood NHS Foundation Trust,South East,Ophthalmology,Aug-23,1688,8.8,516,112,No
RXH,Sherbourne NHS Foundation Trust,North East,General Surgery ,2023-11,1030,19.7,269,53,No
RXD, Kingswood NHS Foundation Trust ,South East,Gastroenterology ,01/01/2024,2339,14,878,39,No
RXC,Riverside University Hospitals Trust,London,Urology,01/02/2023,5879,14.1,3038,808,No
RXA,Northgate NHS Foundation Trust,North West,Ophthalmology,2024-11,4360,14.9,1493,153,No
RXH,Sherbourne NHS Foundation Trust,North East,Dermatology,2023-05,3315,14.1,829,180,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Cardiology,2023-08,2793,15.5,998,58,No
RXB,Eastfield General Hospitals Trust,East of England,Ear Nose and Throat,2023-06,5081,11,1765,438,No
RXE,Vale of Aldern NHS Trust,West Midlands,Urology,01/10/2023,3102,11.6,844,85,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma & Orthopaedics,Apr-24,4237,11.9,2338,288,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gen Surgery,Aug-23,2787,16.7,1276,108,No
RXC,Riverside University Hospitals Trust,London,T&O,2024-07,4749,20.2,1556,154,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,trauma & orthopaedics,Nov-23,4204,13.8,2109,339,No
RXA,NORTHGATE NHS FOUNDATION TRUST,North West,Gastroenterology ,Jun-23,5820,14.9,2316,309,No
RXB,Eastfield General Hospitals Trust,East of England,trauma & orthopaedics,01/11/2023,1232,12,342,56,No
RXE,Vale of Aldern NHS Trust,West Midlands,Cardiology,2023-02,4105,8.9,2001,277,No
RXF,Harborview NHS Foundation Trust,South West,General Surgery ,2023-08,5485,12.3,2092,481,No
RXF,Harborview NHS Foundation Trust,South West,Gastroenterology,01/03/2024,6289,11.6,2068,231,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ophthalmology,2024-10,5445,15.7,1514,315,No
RXE,Vale of Aldern NHS Trust,West Midlands,Dermatology,2024-01,4970,12.5,967,168,No
RXD,Kingswood NHS Foundation Trust,South East,Dermatology ,01/04/2023,2277,14.5,889,90,No
RXD,Kingswood NHS Foundation Trust,South East,trauma & orthopaedics,01/02/2023,4960,12,1500,299,No
RXG,MEADOWBROOK UNIVERSITY HOSPITALS TRUST,Yorkshire and the Humber,dermatology,2024-08,2486,12.6,984,135,No
RXF,Harborview NHS Foundation Trust,South West,Cardiology,Mar-23,2268,15.5,1052,283,No
RXB,Eastfield General Hospitals Trust,East of England,trauma & orthopaedics,Feb-23,1190,11.7,320,54,No
RXF,Harborview NHS Foundation Trust,South West,Derm,2024-05,2746,13,1104,78,No
RXE,Vale of Aldern NHS Trust,West Midlands,ent,2023-02,3007,9.2,1025,143,No
RXB,Eastfield General Hospitals Trust,East of England,Trauma and Orthopaedics,2023-05,1087,15.9,441,34,No
RXB,Eastfield General Hospitals Trust,East of England,General Surgery ,Oct-24,1946,16.2,938,48,No
RXH,Sherbourne NHS Foundation Trust,North East,Cardiology,Apr-23,5422,18.6,1748,153,No
RXE,Vale of Aldern NHS Trust,West Midlands,Dermatology ,2024-08,4946,16.1,1831,279,No
RXC,Riverside University Hospitals Trust,London,General Surgery ,Nov-23,4966,14.3,1915,133,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,Aug-23,5000,10.1,1740,139,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastroenterology ,01/01/2024,4203,15.2,1569,230,No
RXA,Northgate NHS Foundation Trust,North West,General Surgery ,2024-01,1341,16,356,31,No
RXH,Sherbourne NHS Foundation Trust,North East,ophthalmology ,2024-06,4667,,831,39,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,ENT,01/11/2024,2197,22.5,307,49,No
RXB,Eastfield General Hospitals Trust,East of England,T&O,2024-07,845,20.6,461,44,No
RXD,Kingswood NHS Foundation Trust,South East, Cardiology,2024-12,2642,12.2,769,53,No
RXF,Harborview NHS Foundation Trust,South West,Dermatology,2023-05,2762,12.4,1241,188,No
RXH,Sherbourne NHS Foundation Trust,North East,cardiology,2024-08,5688,11.4,1677,200,No
RXH,Sherbourne NHS Foundation Trust,North East,Trauma and Orthopaedics,2023-12,1109,12.5,554,65,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,urology ,2023-02,2769,14.1,1117,171,No
RXA,Northgate NHS Foundation Trust,North West,ENT,01/04/2024,4155,14.9,1313,93,No
RXD, Kingswood NHS Foundation Trust ,South East,Gastroenterology ,2024-03,2468,19.8,1001,39,No
RXF,Harborview NHS Foundation Trust,South West,ENT,2024-04,4842,15.4,1639,203,No
RXF,Harborview NHS Foundation Trust,South West,Gen Surgery,2023-05,5800,11,1075,226,No
RXD,Kingswood NHS Foundation Trust,South East,Trauma and Orthopaedics,2023-08,5347,,1442,0,No
RXA,Northgate NHS Foundation Trust,North West,Gen Surgery,Feb-24,1553,13.1,300,21,No
RXE,Vale of Aldern NHS Trust,West Midlands,ENT,2024-12,3247,17.2,700,105,No
RXC,Riverside University Hospitals Trust,London,E.N.T.,Apr-23,3296,12.4,948,25,No
RXA,Northgate NHS Foundation Trust,North West,General Surgery,Jun-24,1293,16.5,188,34,No
RXD,Kingswood NHS Foundation Trust,South East,urology ,2024-09,1921,12.1,641,75,No
